universe_id,employer_level,country_code,canton_code,canton_name,bfs_code,employer_name,district,bfs_language_region_code,language_region,statistical_city,degurb2021,priority_tier,expected_green_service_units,canonical_portal_status,canonical_portal_url,portal_platform,verification_status,notes
PUB-CH-GR-MUN-3955,MUNICIPALITY,CH,GR,Graubünden,3955,Gemeinde/Stadt Landquart,Region Landquart,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3513,MUNICIPALITY,CH,GR,Graubünden,3513,Gemeinde/Stadt Lantsch/Lenz,Region Albula,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3891,MUNICIPALITY,CH,GR,Graubünden,3891,Gemeinde/Stadt Luzein,Region Prättigau / Davos,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3783,MUNICIPALITY,CH,GR,Graubünden,3783,Gemeinde/Stadt Madulain,Region Maloja,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3953,MUNICIPALITY,CH,GR,Graubünden,3953,Gemeinde/Stadt Maienfeld,Region Landquart,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3954,MUNICIPALITY,CH,GR,Graubünden,3954,Gemeinde/Stadt Malans,Region Landquart,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3663,MUNICIPALITY,CH,GR,Graubünden,3663,Gemeinde/Stadt Masein,Region Viamala,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3715,MUNICIPALITY,CH,GR,Graubünden,3715,Gemeinde/Stadt Muntogna da Schons,Region Viamala,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3988,MUNICIPALITY,CH,GR,Graubünden,3988,Gemeinde/Stadt Obersaxen Mundaun,Region Surselva,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3784,MUNICIPALITY,CH,GR,Graubünden,3784,Gemeinde/Stadt Pontresina,Region Maloja,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3714,MUNICIPALITY,CH,GR,Graubünden,3714,Gemeinde/Stadt Rheinwald,Region Viamala,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3723,MUNICIPALITY,CH,GR,Graubünden,3723,Gemeinde/Stadt Rhäzüns,Region Imboden,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3711,MUNICIPALITY,CH,GR,Graubünden,3711,Gemeinde/Stadt Rongellen,Region Viamala,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3637,MUNICIPALITY,CH,GR,Graubünden,3637,Gemeinde/Stadt Rothenbrunnen,Region Viamala,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3672,MUNICIPALITY,CH,GR,Graubünden,3672,Gemeinde/Stadt Safiental,Region Surselva,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3786,MUNICIPALITY,CH,GR,Graubünden,3786,Gemeinde/Stadt Samedan,Region Maloja,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3752,MUNICIPALITY,CH,GR,Graubünden,3752,Gemeinde/Stadt Samnaun,Region Engiadina Bassa / Val Müstair,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3638,MUNICIPALITY,CH,GR,Graubünden,3638,Gemeinde/Stadt Scharans,Region Viamala,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3962,MUNICIPALITY,CH,GR,Graubünden,3962,Gemeinde/Stadt Schiers,Region Prättigau / Davos,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3514,MUNICIPALITY,CH,GR,Graubünden,3514,Gemeinde/Stadt Schmitten (GR),Region Albula,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3972,MUNICIPALITY,CH,GR,Graubünden,3972,Gemeinde/Stadt Seewis im Prättigau,Region Prättigau / Davos,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3640,MUNICIPALITY,CH,GR,Graubünden,3640,Gemeinde/Stadt Sils im Domleschg,Region Viamala,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3789,MUNICIPALITY,CH,GR,Graubünden,3789,Gemeinde/Stadt Sils im Engadin/Segl,Region Maloja,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3790,MUNICIPALITY,CH,GR,Graubünden,3790,Gemeinde/Stadt Silvaplana,Region Maloja,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3787,MUNICIPALITY,CH,GR,Graubünden,3787,Gemeinde/Stadt St. Moritz,Region Maloja,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3695,MUNICIPALITY,CH,GR,Graubünden,3695,Gemeinde/Stadt Sufers,Region Viamala,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3543,MUNICIPALITY,CH,GR,Graubünden,3543,Gemeinde/Stadt Surses,Region Albula,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3733,MUNICIPALITY,CH,GR,Graubünden,3733,Gemeinde/Stadt Tamins,Region Imboden,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3668,MUNICIPALITY,CH,GR,Graubünden,3668,Gemeinde/Stadt Thusis,Region Viamala,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3945,MUNICIPALITY,CH,GR,Graubünden,3945,Gemeinde/Stadt Trimmis,Region Landquart,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3734,MUNICIPALITY,CH,GR,Graubünden,3734,Gemeinde/Stadt Trin,Region Imboden,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3669,MUNICIPALITY,CH,GR,Graubünden,3669,Gemeinde/Stadt Tschappina,Region Viamala,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3946,MUNICIPALITY,CH,GR,Graubünden,3946,Gemeinde/Stadt Untervaz,Region Landquart,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3670,MUNICIPALITY,CH,GR,Graubünden,3670,Gemeinde/Stadt Urmein,Region Viamala,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3603,MUNICIPALITY,CH,GR,Graubünden,3603,Gemeinde/Stadt Vals,Region Surselva,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3506,MUNICIPALITY,CH,GR,Graubünden,3506,Gemeinde/Stadt Vaz/Obervaz,Region Albula,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3712,MUNICIPALITY,CH,GR,Graubünden,3712,Gemeinde/Stadt Zillis-Reischen,Region Viamala,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3947,MUNICIPALITY,CH,GR,Graubünden,3947,Gemeinde/Stadt Zizers,Region Landquart,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-GR-MUN-3791,MUNICIPALITY,CH,GR,Graubünden,3791,Gemeinde/Stadt Zuoz,Region Maloja,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-JU-MUN-6713,MUNICIPALITY,CH,JU,Jura,6713,Gemeinde/Stadt Ederswiler,District de Delémont,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1051,MUNICIPALITY,CH,LU,Luzern,1051,Gemeinde/Stadt Adligenswil,Wahlkreis Luzern-Land,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1021,MUNICIPALITY,CH,LU,Luzern,1021,Gemeinde/Stadt Aesch (LU),Wahlkreis Hochdorf,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1121,MUNICIPALITY,CH,LU,Luzern,1121,Gemeinde/Stadt Alberswil,Wahlkreis Willisau,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1122,MUNICIPALITY,CH,LU,Luzern,1122,Gemeinde/Stadt Altbüron,Wahlkreis Willisau,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1123,MUNICIPALITY,CH,LU,Luzern,1123,Gemeinde/Stadt Altishofen,Wahlkreis Willisau,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1023,MUNICIPALITY,CH,LU,Luzern,1023,Gemeinde/Stadt Ballwil,Wahlkreis Hochdorf,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1081,MUNICIPALITY,CH,LU,Luzern,1081,Gemeinde/Stadt Beromünster,Wahlkreis Sursee,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1052,MUNICIPALITY,CH,LU,Luzern,1052,Gemeinde/Stadt Buchrain,Wahlkreis Luzern-Land,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1083,MUNICIPALITY,CH,LU,Luzern,1083,Gemeinde/Stadt Buttisholz,Wahlkreis Sursee,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1082,MUNICIPALITY,CH,LU,Luzern,1082,Gemeinde/Stadt Büron,Wahlkreis Sursee,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-LU-MUN-1125,MUNICIPALITY,CH,LU,Luzern,1125,Gemeinde/Stadt Dagmersellen,Wahlkreis Willisau,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
